title,descrpition,Themes,Data Type,Data Sub-type,licence,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasPhone,contactPoint.hasEmail,landingPage,temporal range,temporal start,temporal end,spatial,depth,distribution.0.downloadURL,distribution.0.title
HS54 Tamaki Strait Hydrographic Survey,Raw Elevation collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Survey,Elevation,Raw Elevation,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Survey_Elevation_Raw Elevation
HS54 Tamaki Strait Hydrographic Survey,Raw Seafloor reflectance collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Seafloor reflectance/ backscatter,Raw Seafloor reflectance,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Seafloor reflectance/ backscatter_Raw Seafloor reflectance
HS54 Tamaki Strait Hydrographic Survey,Raw Sound Velocity Profiles and Temperature  collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Oceanographic observations,Raw Sound Velocity Profiles and Temperature,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Oceanographic observations_Raw Sound Velocity Profiles and Temperature
HS54 Tamaki Strait Hydrographic Survey,Report of Survey collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Survey,Report,Report of Survey,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Survey_Report_Report of Survey
HS54 Tamaki Strait Hydrographic Survey,Shoreline Construction Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Survey,Ancillary observations,Shoreline Constructions Information,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Survey_Ancillary observations_Shoreline Constructions Information
HS54 Tamaki Strait Hydrographic Survey,Significant Bathymetric Features collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Ancillary observations,Significant Bathymetric Features,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Ancillary observations_Significant Bathymetric Features
HS54 Tamaki Strait Hydrographic Survey,Significant Charted Differences collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Ancillary observations,Significant Charted Differences,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Ancillary observations_Significant Charted Differences
HS54 Tamaki Strait Hydrographic Survey,Sounding Sort collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Bathymetry,Sounding Sort,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Bathymetry_Sounding Sort
HS54 Tamaki Strait Hydrographic Survey,Standard Sheets collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Fairsheets,Standard Sheets,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Fairsheets_Standard Sheets
HS54 Tamaki Strait Hydrographic Survey,Summary of Sound Velocity Profiles collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Oceanographic observations,Summary of Sound Velocity Profiles,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Oceanographic observations_Summary of Sound Velocity Profiles
HS54 Tamaki Strait Hydrographic Survey,Survey Area Information collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Survey,Miscellaneous,Survey Area Information,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Survey_Miscellaneous_Survey Area Information
HS54 Tamaki Strait Hydrographic Survey,Tidal Streams Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Sea Level,Tidal Streams Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Sea Level_Tidal Streams Data
HS54 Tamaki Strait Hydrographic Survey,Tide Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Hydrography,Sea level,Tide Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Hydrography_Sea level_Tide Data
HS54 Tamaki Strait Hydrographic Survey,Wrecks and Obstructions Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in the Tamaki Strait between 04-11-2016 and 08-03-2017.,Infrastructure,Hazards,Wrecks and Obstructions Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,04-11-2016-08-03-2017,04-11-2016,08-03-2017,Tamaki Strait,variable,None,HS54 Tamaki Strait Hydrographic Survey_Infrastructure_Hazards_Wrecks and Obstructions Data
HS53 Kaway Bay Hydrographic Survey,Ancilliary Sheets collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Fairsheets,Ancilliary Sheets,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Fairsheets_Ancilliary Sheets
HS53 Kaway Bay Hydrographic Survey,Bathymetric Contours collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Bathymetry,Bathymetric Contours,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Bathymetry_Bathymetric Contours
HS53 Kaway Bay Hydrographic Survey,Calibrations Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Survey,Data Pack,Calibrations Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Survey_Data Pack_Calibrations Data
HS53 Kaway Bay Hydrographic Survey,Coastline collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Sea level,Coastline,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Sea level_Coastline
HS53 Kaway Bay Hydrographic Survey,Geodetic Data Pack collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Survey,Geodetic,Geodetic Data Pack,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Survey_Geodetic_Geodetic Data Pack
HS53 Kaway Bay Hydrographic Survey,Ground Sampling collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Ancillary observations,Ground Sampling,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Ancillary observations_Ground Sampling
HS53 Kaway Bay Hydrographic Survey,Index Sheet Information collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Fairsheets,Index Sheet Information,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Fairsheets_Index Sheet Information
HS53 Kaway Bay Hydrographic Survey,Navigation and Motion Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Survey,Navigation,Navigation and Motion Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Survey_Navigation_Navigation and Motion Data
HS53 Kaway Bay Hydrographic Survey,Processed Backscatter collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Seafloor reflectance/ backscatter,Processed Backscatter,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Seafloor reflectance/ backscatter_Processed Backscatter
HS53 Kaway Bay Hydrographic Survey,Processed Bathymetry collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Bathymetry,Processed Bathymetry,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Bathymetry_Processed Bathymetry
HS53 Kaway Bay Hydrographic Survey,Processed Gridded Bathymetry collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Bathymetry,Processed Gridded Bathymetry,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Bathymetry_Processed Gridded Bathymetry
HS53 Kaway Bay Hydrographic Survey,Raw Bathymetry collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Bathymetry,Raw Bathymetry,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Bathymetry_Raw Bathymetry
HS53 Kaway Bay Hydrographic Survey,Raw Seafloor reflectance collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Seafloor reflectance/ backscatter,Raw Seafloor reflectance,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Seafloor reflectance/ backscatter_Raw Seafloor reflectance
HS53 Kaway Bay Hydrographic Survey,Raw Sound Velocity Profiles and Temperature  collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Oceanographic observations,Raw Sound Velocity Profiles and Temperature,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Oceanographic observations_Raw Sound Velocity Profiles and Temperature
HS53 Kaway Bay Hydrographic Survey,Report of Survey collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Survey,Report,Report of Survey,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Survey_Report_Report of Survey
HS53 Kaway Bay Hydrographic Survey,Significant Bathymetric Features collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Ancillary observations,Significant Bathymetric Features,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Ancillary observations_Significant Bathymetric Features
HS53 Kaway Bay Hydrographic Survey,Significant Charted Differences collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Ancillary observations,Significant Charted Differences,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Ancillary observations_Significant Charted Differences
HS53 Kaway Bay Hydrographic Survey,Sounding Sort collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Bathymetry,Sounding Sort,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Bathymetry_Sounding Sort
HS53 Kaway Bay Hydrographic Survey,Standard Sheets collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Fairsheets,Standard Sheets,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Fairsheets_Standard Sheets
HS53 Kaway Bay Hydrographic Survey,Summary of Sound Velocity Profiles collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Oceanographic observations,Summary of Sound Velocity Profiles,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Oceanographic observations_Summary of Sound Velocity Profiles
HS53 Kaway Bay Hydrographic Survey,Surface Sound Velocity Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Oceanographic observations,Surface Sound Velocity Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Oceanographic observations_Surface Sound Velocity Data
HS53 Kaway Bay Hydrographic Survey,Tide Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Hydrography,Sea level,Tide Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Hydrography_Sea level_Tide Data
HS53 Kaway Bay Hydrographic Survey,Wrecks and Obstructions Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Kawau Bay between 11-12-2016 and 27-06-2017.,Infrastructure,Hazards,Wrecks and Obstructions Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https://data.linz.govt.nz,11-12-2016-27-06-2017,11-12-2016,27-06-2017,Kawau Bay,variable,None,HS53 Kaway Bay Hydrographic Survey_Infrastructure_Hazards_Wrecks and Obstructions Data
HS52 Approaches to Auckland Hydrographic Survey,Aids to Navigation Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Survey,Ancillary observations,Aids to Navigation Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Survey_Ancillary observations_Aids to Navigation Data
HS52 Approaches to Auckland Hydrographic Survey,Ancilliary Sheets collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Fairsheets,Ancilliary Sheets,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Fairsheets_Ancilliary Sheets
HS52 Approaches to Auckland Hydrographic Survey,Bathymetric Contours collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Bathymetry,Bathymetric Contours,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Bathymetry_Bathymetric Contours
HS52 Approaches to Auckland Hydrographic Survey,Calibrations Data collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Survey,Miscellaneous,Calibrations Data,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Survey_Miscellaneous_Calibrations Data
HS52 Approaches to Auckland Hydrographic Survey,Coastline collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Sea level,Coastline,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Sea level_Coastline
HS52 Approaches to Auckland Hydrographic Survey,Geodetic Data Pack collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Survey,Geodetic,Geodetic Data Pack,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Survey_Geodetic_Geodetic Data Pack
HS52 Approaches to Auckland Hydrographic Survey,Ground Sampling collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Ancillary observations,Ground Sampling,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Ancillary observations_Ground Sampling
HS52 Approaches to Auckland Hydrographic Survey,Index Sheet Information collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Fairsheets,Index Sheet Information,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Fairsheets_Index Sheet Information
HS52 Approaches to Auckland Hydrographic Survey,Photographs collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Survey,Ancillary observations,Photographs,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Survey_Ancillary observations_Photographs
HS52 Approaches to Auckland Hydrographic Survey,Processed Backscatter Mosaic collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Seafloor reflectance/ backscatter,Processed Backscatter Mosaic,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Seafloor reflectance/ backscatter_Processed Backscatter Mosaic
HS52 Approaches to Auckland Hydrographic Survey,Processed Bathymetry collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Bathymetry,Processed Bathymetry,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Bathymetry_Processed Bathymetry
HS52 Approaches to Auckland Hydrographic Survey,Processed Gridded Bathymetry collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Bathymetry,Processed Gridded Bathymetry,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Bathymetry_Processed Gridded Bathymetry
HS52 Approaches to Auckland Hydrographic Survey,Processed Side Scan Sonar Mosaic collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Seafloor reflectance/ backscatter,Processed Side Scan Sonar Mosaic,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Seafloor reflectance/ backscatter_Processed Side Scan Sonar Mosaic
HS52 Approaches to Auckland Hydrographic Survey,Raw Bathymetry collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Bathymetry,Raw Bathymetry,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Bathymetry_Raw Bathymetry
HS52 Approaches to Auckland Hydrographic Survey,Raw Seafloor reflectance collected as part of LINZ commissioned hydrographic survey using a multibeam echosounder in Auckland between 17-10-2016 and 17-12-2016.,Hydrography,Seafloor reflectance/ backscatter,Raw Seafloor reflectance,CC-BY-4.0,LINZ,hydro@linz.govt.nz,Hydrography Team,044600110,hydro@linz.govt.nz,https:\\data.linz.govt.nz,17-10-2016-17-12-2016,17-10-2016,17-12-2016,Auckland,variable,None,HS52 Approaches to Auckland Hydrographic Survey_Hydrography_Seafloor reflectance/ backscatter_Raw Seafloor reflectance
