title,description,theme,data type,data subtype,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasPhone,contactPoint.hasEmail,landingPage,updateFrequency,temporal,spatial,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.0.size,distribution.1.downloadURL,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.description,distribution.2.format,distribution.2.size,distribution.3.downloadURL,distribution.3.title,distribution.3.description,distribution.3.format,distribution.3.size,distribution.4.downloadURL,distribution.4.title,distribution.4.description,distribution.4.format
"Fishing Rock, Raoul Island, Sea Level Data 2019","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [182.0961, -29.2511]}",http://apps.linz.govt.nz/ftp/sea_level_data/RFRT/2019/41/,"Fishing Rock, Raoul Island Sea Level Data 2019 - Sensor 41",,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/RFRT/2019/40/,"Fishing Rock, Raoul Island Sea Level Data 2019 - Sensor 40",,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/RFRT/RFRT_map.jpg,"Fishing Rock, Raoul Island Map",,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/RFRT/RFRT_photo.jpg,"Fishing Rock, Raoul Island monitoring site",,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/RFRT/RFRT_readme.TXT,"Fishing Rock, Raoul Island site information",,TXT
"Gisborne, Sea Level Data 2008","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2008-01-01/2008-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2008/41/,Gisborne Sea Level Data 2008 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2008/40/,Gisborne Sea Level Data 2008 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2009","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2009-01-01/2009-12-31,"{""type""  : ""Point"" : ""coordinates"" : [182.0961, -29.2511]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2009/41/,Gisborne Sea Level Data 2009 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2009/40/,Gisborne Sea Level Data 2009 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2010","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2010-01-01/2010-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2010/41/,Gisborne Sea Level Data 2010 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2010/40/,Gisborne Sea Level Data 2010 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2011","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2011-01-01/2011-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2011/41/,Gisborne Sea Level Data 2011 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2011/40/,Gisborne Sea Level Data 2011 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2012","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2012-01-01/2012-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2012/41/,Gisborne Sea Level Data 2012 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2012/40/,Gisborne Sea Level Data 2012 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2013","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2013-01-01/2013-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2013/41/,Gisborne Sea Level Data 2013 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2013/40/,Gisborne Sea Level Data 2013 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2014","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2014-01-01/2014-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2014/41/,Gisborne Sea Level Data 2014 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2014/40/,Gisborne Sea Level Data 2014 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2015","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2015-01-01/2015-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2015/41/,Gisborne Sea Level Data 2015 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2015/40/,Gisborne Sea Level Data 2015 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2016","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2016-01-01/2016-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2016/41/,Gisborne Sea Level Data 2016 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2016/40/,Gisborne Sea Level Data 2016 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2017","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2017-01-01/2017-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2017/41/,Gisborne Sea Level Data 2017 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2017/40/,Gisborne Sea Level Data 2017 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2018","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2018-01-01/2018-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2018/41/,Gisborne Sea Level Data 2018 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2018/40/,Gisborne Sea Level Data 2018 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Gisborne, Sea Level Data 2019","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [178.0223, -38.6757]}",http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2019/41/,Gisborne Sea Level Data 2019 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/2019/40/,Gisborne Sea Level Data 2019 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_map.jpg,Gisborne Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_photo.jpg,Gisborne monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/GIST/GIST_readme.TXT,Gisborne site information,,TXT
"Kaikoura, Sea Level Data 2010","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2010-01-01/2010-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2010/41/,Kaikoura Sea Level Data 2010 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2010/40/,Kaikoura Sea Level Data 2010 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_map.jpg,Kaikoura Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_photo.jpg,Kaikoura monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_readme.TXT,Kaikoura site information,,TXT
"Kaikoura, Sea Level Data 2011","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2011-01-01/2011-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2011/41/,Kaikoura Sea Level Data 2011 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2011/40/,Kaikoura Sea Level Data 2011 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_map.jpg,Kaikoura Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_photo.jpg,Kaikoura monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_readme.TXT,Kaikoura site information,,TXT
"Kaikoura, Sea Level Data 2012","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2012-01-01/2012-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2012/41/,Kaikoura Sea Level Data 2012 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2012/40/,Kaikoura Sea Level Data 2012 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_map.jpg,Kaikoura Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_photo.jpg,Kaikoura monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_readme.TXT,Kaikoura site information,,TXT
"Kaikoura, Sea Level Data 2013","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2013-01-01/2013-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2013/41/,Kaikoura Sea Level Data 2013 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2013/40/,Kaikoura Sea Level Data 2013 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_map.jpg,Kaikoura Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_photo.jpg,Kaikoura monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_readme.TXT,Kaikoura site information,,TXT
"Kaikoura, Sea Level Data 2014","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2014-01-01/2014-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2014/41/,Kaikoura Sea Level Data 2014 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2014/40/,Kaikoura Sea Level Data 2014 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_map.jpg,Kaikoura Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_photo.jpg,Kaikoura monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_readme.TXT,Kaikoura site information,,TXT
"Kaikoura, Sea Level Data 2015","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2015-01-01/2015-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2015/41/,Kaikoura Sea Level Data 2015 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2015/40/,Kaikoura Sea Level Data 2015 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_map.jpg,Kaikoura Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_photo.jpg,Kaikoura monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_readme.TXT,Kaikoura site information,,TXT
"Kaikoura, Sea Level Data 2016","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2016-01-01/2016-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2016/41/,Kaikoura Sea Level Data 2016 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2016/40/,Kaikoura Sea Level Data 2016 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_map.jpg,Kaikoura Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_photo.jpg,Kaikoura monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_readme.TXT,Kaikoura site information,,TXT
"Kaikoura, Sea Level Data 2017","Sea level data recorded at the monitoring sites is available for download.   The primary purpose of the network is to upgrade and improve New Zealand's response to tsunami hazards. However, the data generated can also be used for other purposes.  The zipped data file contain data for each day, with readings at one minute intervals.",Hydrography,Sea level,Sea Level Data,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Sea Level Data,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/sea-level-data/sea-level-data-downloads,Daily,2017-01-01/2017-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2017/41/,Kaikoura Sea Level Data 2017 - Sensor 41,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/2017/40/,Kaikoura Sea Level Data 2017 - Sensor 40,,ZIP,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_map.jpg,Kaikoura Map,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_photo.jpg,Kaikoura monitoring site,,JPG,,http://apps.linz.govt.nz/ftp/sea_level_data/KAIT/KAIT_readme.TXT,Kaikoura site information,,TXT
